  0.10000000E+011  0.99999998E+000
  0.97721470E+010  0.99999998E+000
  0.95494856E+010  0.99999998E+000
  0.93318977E+010  0.99999998E+000
  0.91192676E+010  0.99999998E+000
  0.89114823E+010  0.99999998E+000
  0.87084315E+010  0.99999998E+000
  0.85100072E+010  0.99999998E+000
  0.83161042E+010  0.99999998E+000
  0.81266192E+010  0.99999998E+000
  0.79414517E+010  0.99999998E+000
  0.77605033E+010  0.99999998E+000
  0.75836779E+010  0.99999998E+000
  0.74108815E+010  0.99999999E+000
  0.72420223E+010  0.99999999E+000
  0.70770107E+010  0.99999999E+000
  0.69157588E+010  0.99999999E+000
  0.67581812E+010  0.99999999E+000
  0.66041940E+010  0.99999999E+000
  0.64537154E+010  0.99999999E+000
  0.63066655E+010  0.99999999E+000
  0.61629663E+010  0.99999999E+000
  0.60225412E+010  0.99999999E+000
  0.58853158E+010  0.99999999E+000
  0.57512171E+010  0.99999999E+000
  0.56201738E+010  0.99999999E+000
  0.54921165E+010  0.99999999E+000
  0.53669769E+010  0.99999999E+000
  0.52446887E+010  0.99999999E+000
  0.51251869E+010  0.99999999E+000
  0.50084080E+010  0.99999999E+000
  0.48942899E+010  0.99999999E+000
  0.47827720E+010  0.99999999E+000
  0.46737951E+010  0.99999999E+000
  0.45673013E+010  0.99999999E+000
  0.44632339E+010  0.99999999E+000
  0.43615378E+010  0.99999999E+000
  0.42621588E+010  0.99999999E+000
  0.41650442E+010  0.99999999E+000
  0.40701425E+010  0.99999999E+000
  0.39774030E+010  0.99999999E+000
  0.38867767E+010  0.99999999E+000
  0.37982153E+010  0.99999999E+000
  0.37116718E+010  0.99999999E+000
  0.36271003E+010  0.99999999E+000
  0.35444557E+010  0.10000000E+001
  0.34636942E+010  0.10000000E+001
  0.33847729E+010  0.10000000E+001
  0.33076498E+010  0.10000000E+001
  0.32322840E+010  0.10000000E+001
  0.31586354E+010  0.10000000E+001
  0.30866649E+010  0.10000000E+001
  0.30163343E+010  0.10000000E+001
  0.29476063E+010  0.10000000E+001
  0.28804442E+010  0.10000000E+001
  0.28148124E+010  0.10000000E+001
  0.27506760E+010  0.10000000E+001
  0.26880010E+010  0.10000000E+001
  0.26267541E+010  0.10000000E+001
  0.25669027E+010  0.10000000E+001
  0.25084151E+010  0.10000000E+001
  0.24512601E+010  0.10000000E+001
  0.23954074E+010  0.10000000E+001
  0.23408273E+010  0.10000000E+001
  0.22874908E+010  0.10000000E+001
  0.22353696E+010  0.10000000E+001
  0.21844361E+010  0.10000000E+001
  0.21346630E+010  0.10000000E+001
  0.20860241E+010  0.10000000E+001
