  0.32813211E-284 -0.18420681E+002
  0.90651151E-182 -0.18416996E+002
  0.32233841E-181 -0.18413311E+002
  0.63466251E-181 -0.18409626E+002
  0.96722415E-181 -0.18405941E+002
  0.12596241E-180 -0.18402256E+002
  0.14514630E-180 -0.18398572E+002
  0.14823416E-180 -0.18394887E+002
  0.12918606E-180 -0.18391202E+002
  0.81962075E-181 -0.18387517E+002
  0.52227664E-183 -0.18383832E+002
 -0.11720899E-180 -0.18380147E+002
 -0.25720157E-180 -0.18376462E+002
 -0.40133566E-180 -0.18372777E+002
 -0.53149149E-180 -0.18369093E+002
 -0.62954927E-180 -0.18365408E+002
 -0.67738922E-180 -0.18361723E+002
 -0.65689154E-180 -0.18358038E+002
 -0.54993646E-180 -0.18354353E+002
 -0.33840420E-180 -0.18350668E+002
 -0.41749620E-182 -0.18346983E+002
  0.45721204E-180 -0.18343298E+002
  0.99385400E-180 -0.18339614E+002
  0.15393117E-179 -0.18335929E+002
  0.20271460E-179 -0.18332244E+002
  0.23909176E-179 -0.18328559E+002
  0.25641874E-179 -0.18324874E+002
  0.24805160E-179 -0.18321189E+002
  0.20734644E-179 -0.18317504E+002
  0.12765933E-179 -0.18313819E+002
  0.23463444E-181 -0.18310135E+002
 -0.17024247E-179 -0.18306450E+002
 -0.37082620E-179 -0.18302765E+002
 -0.57464116E-179 -0.18299080E+002
 -0.75692364E-179 -0.18295395E+002
 -0.89290995E-179 -0.18291710E+002
 -0.95783637E-179 -0.18288025E+002
 -0.92693921E-179 -0.18284340E+002
 -0.77545474E-179 -0.18280656E+002
 -0.47861927E-179 -0.18276971E+002
 -0.11669100E-180 -0.18273286E+002
  0.63182119E-179 -0.18269601E+002
  0.13802105E-178 -0.18265916E+002
  0.21410882E-178 -0.18262231E+002
  0.28220433E-178 -0.18258546E+002
  0.33306649E-178 -0.18254861E+002
  0.35745422E-178 -0.18251177E+002
  0.34612642E-178 -0.18247492E+002
  0.28984200E-178 -0.18243807E+002
  0.17935987E-178 -0.18240122E+002
  0.54389470E-180 -0.18236437E+002
 -0.23442629E-178 -0.18232752E+002
 -0.51361769E-178 -0.18229067E+002
 -0.79764738E-178 -0.18225382E+002
 -0.10520274E-177 -0.18221698E+002
 -0.12422697E-177 -0.18218013E+002
 -0.13338863E-177 -0.18214328E+002
 -0.12923893E-177 -0.18210643E+002
 -0.10832906E-177 -0.18206958E+002
 -0.67210221E-178 -0.18203273E+002
 -0.24336232E-179 -0.18199588E+002
  0.86975746E-178 -0.18195903E+002
  0.19112854E-177 -0.18192219E+002
  0.29715375E-177 -0.18188534E+002
  0.39218029E-177 -0.18184849E+002
  0.46333707E-177 -0.18181164E+002
  0.49775301E-177 -0.18177479E+002
  0.48255702E-177 -0.18173794E+002
  0.40487801E-177 -0.18170109E+002
  0.25184490E-177 -0.18166424E+002
  0.10586600E-178 -0.18162740E+002
 -0.32268319E-177 -0.18159055E+002
 -0.71122521E-177 -0.18155370E+002
 -0.11070044E-176 -0.18151685E+002
 -0.14619852E-176 -0.18148000E+002
 -0.17281321E-176 -0.18144315E+002
 -0.18574095E-176 -0.18140630E+002
 -0.18017818E-176 -0.18136946E+002
 -0.15132136E-176 -0.18133261E+002
 -0.94366931E-177 -0.18129576E+002
 -0.45113298E-178 -0.18125891E+002
  0.11971297E-176 -0.18122206E+002
