  0.00000000E+000 -0.18420681E+002
  0.54475963E-001 -0.18416996E+002
  0.19864924E+000 -0.18413311E+002
  0.38242608E+000 -0.18409626E+002
  0.26934018E+000 -0.18405941E+002
  0.30607393E+000 -0.18402256E+002
  0.28555368E+000 -0.18398572E+002
  0.21069855E+000 -0.18394887E+002
  0.10155736E+000 -0.18391202E+002
 -0.11595503E-001 -0.18387517E+002
 -0.98357761E-001 -0.18383832E+002
 -0.13798008E+000 -0.18380147E+002
 -0.12553660E+000 -0.18376462E+002
 -0.72545491E-001 -0.18372777E+002
 -0.20828584E-002 -0.18369093E+002
  0.59671750E-001 -0.18365408E+002
  0.92375993E-001 -0.18361723E+002
  0.87853430E-001 -0.18358038E+002
  0.51784546E-001 -0.18354353E+002
  0.46984912E-003 -0.18350668E+002
 -0.45873662E-001 -0.18346983E+002
 -0.70679871E-001 -0.18343298E+002
 -0.66711065E-001 -0.18339614E+002
 -0.37937835E-001 -0.18335929E+002
  0.27988776E-002 -0.18332244E+002
  0.39207058E-001 -0.18328559E+002
  0.57852616E-001 -0.18324874E+002
  0.52973610E-001 -0.18321189E+002
  0.28110753E-001 -0.18317504E+002
 -0.58534423E-002 -0.18313819E+002
 -0.35292603E-001 -0.18310135E+002
 -0.49185457E-001 -0.18306450E+002
 -0.43154236E-001 -0.18302765E+002
 -0.20739188E-001 -0.18299080E+002
  0.84197293E-002 -0.18295395E+002
  0.32632027E-001 -0.18291710E+002
  0.42770917E-001 -0.18288025E+002
  0.35656447E-001 -0.18284340E+002
  0.14972288E-001 -0.18280656E+002
 -0.10512886E-001 -0.18276971E+002
 -0.30601862E-001 -0.18273286E+002
 -0.37701266E-001 -0.18269601E+002
 -0.29652372E-001 -0.18265916E+002
 -0.10318689E-001 -0.18262231E+002
  0.12196710E-001 -0.18258546E+002
  0.28906692E-001 -0.18254861E+002
  0.33494393E-001 -0.18251177E+002
  0.24672701E-001 -0.18247492E+002
  0.64778673E-002 -0.18243807E+002
 -0.13533258E-001 -0.18240122E+002
 -0.27393379E-001 -0.18236437E+002
 -0.29873266E-001 -0.18232752E+002
 -0.20433145E-001 -0.18229067E+002
 -0.32567986E-002 -0.18225382E+002
  0.14573727E-001 -0.18221698E+002
  0.25977498E-001 -0.18218013E+002
  0.26669205E-001 -0.18214328E+002
  0.16752506E-001 -0.18210643E+002
  0.52628238E-003 -0.18206958E+002
 -0.15358787E-001 -0.18203273E+002
 -0.24610689E-001 -0.18199588E+002
 -0.23774985E-001 -0.18195903E+002
 -0.13510583E-001 -0.18192219E+002
  0.18032758E-002 -0.18188534E+002
  0.15920731E-001 -0.18184849E+002
  0.23264835E-001 -0.18181164E+002
  0.21120261E-001 -0.18177479E+002
  0.10625039E-001 -0.18173794E+002
 -0.37959739E-002 -0.18170109E+002
 -0.16285569E-001 -0.18166424E+002
 -0.21923819E-001 -0.18162740E+002
 -0.18657839E-001 -0.18159055E+002
 -0.80379550E-002 -0.18155370E+002
  0.54989937E-002 -0.18151685E+002
  0.16474701E-001 -0.18148000E+002
  0.20578978E-001 -0.18144315E+002
  0.16355605E-001 -0.18140630E+002
  0.57076667E-002 -0.18136946E+002
 -0.69480152E-002 -0.18133261E+002
 -0.16506161E-001 -0.18129576E+002
 -0.19226452E-001 -0.18125891E+002
