  0.10000000E+000 -0.28868226E-002  0.16667489E-003
  0.30002000E+000 -0.18449901E-001  0.22691745E-002
  0.50004001E+000 -0.55347377E-001  0.12252348E-001
  0.70006001E+000 -0.26501597E-001  0.20064984E-002
  0.90008002E+000 -0.24001418E-001  0.12800375E-002
  0.11001000E+001 -0.18591678E-001  0.62839829E-003
  0.13001200E+001  0.38094323E-002  0.22323746E-004
  0.15001400E+001  0.31555163E-001  0.13275138E-002
  0.17001600E+001  0.57311815E-001  0.38639235E-002
  0.19001800E+001  0.73332067E-001  0.56600868E-002
  0.21002000E+001  0.75539851E-001  0.54340244E-002
  0.23002200E+001  0.64739898E-001  0.36442204E-002
  0.25002400E+001  0.46214988E-001  0.17084960E-002
  0.27002601E+001  0.27653381E-001  0.56639692E-003
  0.29002801E+001  0.16180204E-001  0.18053360E-003
  0.31003001E+001  0.15695132E-001  0.15891183E-003
  0.33003201E+001  0.25589447E-001  0.39682199E-003
  0.35003401E+001  0.41235848E-001  0.97155996E-003
  0.37003601E+001  0.56010398E-001  0.16955997E-002
  0.39003801E+001  0.64007783E-001  0.21008190E-002
  0.41004001E+001  0.62362481E-001  0.18969266E-002
  0.43004201E+001  0.52222281E-001  0.12683257E-002
  0.45004401E+001  0.38071245E-001  0.64412354E-003
  0.47004601E+001  0.25754697E-001  0.28222957E-003
  0.49004801E+001  0.20044389E-001  0.16397476E-003
  0.51005001E+001  0.22746616E-001  0.20288542E-003
  0.53005201E+001  0.32093917E-001  0.38864847E-003
  0.55005401E+001  0.43645380E-001  0.69262988E-003
  0.57005601E+001  0.52251105E-001  0.95786307E-003
  0.59005801E+001  0.54207357E-001  0.99598258E-003
  0.61006001E+001  0.48734244E-001  0.77862062E-003
  0.63006201E+001  0.38186761E-001  0.46288419E-003
  0.65006401E+001  0.26956034E-001  0.22355577E-003
  0.67006601E+001  0.19560287E-001  0.11419914E-003
  0.69006801E+001  0.18740771E-001  0.10179184E-003
  0.71007001E+001  0.24373847E-001  0.16733122E-003
  0.73007201E+001  0.33627654E-001  0.30978289E-003
  0.75007401E+001  0.42241303E-001  0.47577377E-003
  0.77007602E+001  0.46363168E-001  0.55826784E-003
  0.79007802E+001  0.44162198E-001  0.49369801E-003
  0.81008002E+001  0.36542427E-001  0.32968324E-003
  0.83008202E+001  0.26684465E-001  0.17156393E-003
  0.85008402E+001  0.18637254E-001  0.81720687E-004
  0.87008602E+001  0.15573378E-001  0.55748532E-004
  0.89008802E+001  0.18466437E-001  0.76623721E-004
  0.91009002E+001  0.25739939E-001  0.14559976E-003
  0.93009202E+001  0.33999899E-001  0.24857607E-003
  0.95009402E+001  0.39518969E-001  0.32875670E-003
  0.97009602E+001  0.39827317E-001  0.32702231E-003
  0.99009802E+001  0.34734354E-001  0.24370827E-003
  0.10101000E+002  0.26360389E-001  0.13758442E-003
  0.10301020E+002  0.18185117E-001  0.64206938E-004
  0.10501040E+002  0.13535448E-001  0.34893374E-004
  0.10701060E+002  0.14165259E-001  0.37501811E-004
  0.10901080E+002  0.19543047E-001  0.70072079E-004
  0.11101100E+002  0.27125783E-001  0.13256490E-003
  0.11301120E+002  0.33481835E-001  0.19839330E-003
  0.11501140E+002  0.35770978E-001  0.22251061E-003
  0.11701160E+002  0.32945466E-001  0.18552071E-003
  0.11901180E+002  0.26165804E-001  0.11505570E-003
  0.12101200E+002  0.18267298E-001  0.55150592E-004
  0.12301220E+002  0.12520292E-001  0.25486531E-004
  0.12501240E+002  0.11224019E-001  0.20154575E-004
  0.12701260E+002  0.14734701E-001  0.34187382E-004
  0.12901280E+002  0.21346539E-001  0.70640234E-004
  0.13101300E+002  0.28057481E-001  0.12017467E-003
  0.13301320E+002  0.31873243E-001  0.15275230E-003
  0.13501340E+002  0.31087638E-001  0.14316227E-003
  0.13701360E+002  0.25992830E-001  0.98621915E-004
  0.13901380E+002  0.18724718E-001  0.50443200E-004
  0.14101400E+002  0.12322324E-001  0.21535405E-004
  0.14301420E+002  0.94141473E-002  0.12394037E-004
  0.14501440E+002  0.11098212E-001  0.16987320E-004
  0.14701460E+002  0.16491816E-001  0.37000405E-004
  0.14901480E+002  0.23134851E-001  0.71834654E-004
  0.15101500E+002  0.28064535E-001  0.10430992E-003
  0.15301520E+002  0.29095444E-001  0.11064846E-003
  0.15501540E+002  0.25742514E-001  0.85498216E-004
  0.15701560E+002  0.19406309E-001  0.47970368E-004
  0.15901580E+002  0.12750076E-001  0.20446325E-004
  0.16101600E+002  0.85443966E-002  0.90682556E-005
  0.16301620E+002  0.84798918E-002  0.88222598E-005
  0.16501640E+002  0.12455635E-001  0.18803323E-004
  0.16701660E+002  0.18642317E-001  0.41616937E-004
  0.16901680E+002  0.24284462E-001  0.69784196E-004
  0.17101700E+002  0.26890656E-001  0.84565551E-004
  0.17301720E+002  0.25298266E-001  0.73981346E-004
  0.17501740E+002  0.20158855E-001  0.46438747E-004
  0.17701760E+002  0.13640156E-001  0.21020942E-004
  0.17901780E+002  0.84786218E-002  0.80312713E-005
  0.18101800E+002  0.68020951E-002  0.51120328E-005
  0.18301820E+002  0.92253020E-002  0.93002985E-005
  0.18501840E+002  0.14602077E-001  0.23048588E-004
  0.18701860E+002  0.20533527E-001  0.45089174E-004
  0.18901880E+002  0.24407320E-001  0.63032592E-004
  0.19101900E+002  0.24518375E-001  0.62941457E-004
  0.19301920E+002  0.20790677E-001  0.44788523E-004
  0.19501940E+002  0.14795074E-001  0.22448456E-004
  0.19701960E+002  0.90614228E-002  0.83351485E-005
  0.19901980E+002  0.59861439E-002  0.36010405E-005
  0.20102000E+002  0.68062095E-002  0.46089431E-005
  0.20302020E+002  0.11077534E-001  0.12088626E-004
  0.20502040E+002  0.16880791E-001  0.27798318E-004
  0.20702060E+002  0.21659154E-001  0.45320992E-004
  0.20902080E+002  0.23318868E-001  0.52030188E-004
  0.21102100E+002  0.21122049E-001  0.42284034E-004
  0.21302120E+002  0.15990954E-001  0.24007996E-004
  0.21502140E+002  0.10098502E-001  0.94855435E-005
  0.21702160E+002  0.59264600E-002  0.32368140E-005
  0.21902180E+002  0.51993291E-002  0.24685234E-005
  0.22102200E+002  0.81515372E-002  0.60127551E-005
  0.22302220E+002  0.13439093E-001  0.16196523E-004
  0.22502240E+002  0.18728545E-001  0.31175419E-004
  0.22702260E+002  0.21705214E-001  0.41503914E-004
  0.22902280E+002  0.21065261E-001  0.38751182E-004
  0.23102300E+002  0.17066731E-001  0.25215956E-004
  0.23302320E+002  0.11407150E-001  0.11168250E-004
  0.23502340E+002  0.64827216E-002  0.35762973E-005
  0.23702360E+002  0.43553851E-002  0.16006321E-005
  0.23902380E+002  0.58726890E-002  0.28857775E-005
  0.24102400E+002  0.10314768E-001  0.88285346E-005
  0.24302420E+002  0.15715216E-001  0.20324561E-004
  0.24502440E+002  0.19713004E-001  0.31719494E-004
  0.24702460E+002  0.20566532E-001  0.34246163E-004
  0.24902480E+002  0.17894603E-001  0.25717665E-004
  0.25102501E+002  0.12829294E-001  0.13113498E-004
  0.25302521E+002  0.75198867E-002  0.44698074E-005
  0.25502541E+002  0.42049449E-002  0.13866510E-005
  0.25702561E+002  0.42530373E-002  0.14075116E-005
  0.25902581E+002  0.75830579E-002  0.44399258E-005
  0.26102601E+002  0.12709463E-001  0.12376579E-004
  0.26302621E+002  0.17388495E-001  0.22990846E-004
  0.26502641E+002  0.19584865E-001  0.28945563E-004
  0.26702661E+002  0.18342925E-001  0.25200702E-004
  0.26902681E+002  0.14186697E-001  0.14962254E-004
  0.27102701E+002  0.88841910E-002  0.58244270E-005
  0.27302721E+002  0.46814276E-002  0.16053905E-005
  0.27502741E+002  0.33376535E-002  0.81009606E-006
  0.27702761E+002  0.53759599E-002  0.20865029E-005
  0.27902781E+002  0.98683888E-002  0.69803149E-005
  0.28102801E+002  0.14843565E-001  0.15680389E-004
  0.28302821E+002  0.18137999E-001  0.23247649E-004
  0.28502841E+002  0.18323602E-001  0.23559363E-004
  0.28702861E+002  0.15313907E-001  0.16340933E-004
  0.28902881E+002  0.10391675E-001  0.74723971E-005
  0.29102901E+002  0.56500519E-002  0.21938079E-005
  0.29302921E+002  0.30904964E-002  0.65189190E-006
  0.29502941E+002  0.37661204E-002  0.96150844E-006
  0.29702961E+002  0.73369816E-002  0.36246420E-005
  0.29902981E+002  0.12225171E-001  0.99959808E-005
  0.30103001E+002  0.16300944E-001  0.17654106E-004
  0.30303021E+002  0.17798501E-001  0.20907924E-004
  0.30503041E+002  0.16069357E-001  0.16931048E-004
  0.30703061E+002  0.11851873E-001  0.91500255E-005
  0.30903081E+002  0.69449978E-002  0.31215654E-005
  0.31103101E+002  0.34302649E-002  0.75662662E-006
  0.31303121E+002  0.27784381E-002  0.49322357E-006
  0.31503141E+002  0.52241261E-002  0.17326205E-005
  0.31703161E+002  0.96742102E-002  0.59041648E-005
  0.31903181E+002  0.14185419E-001  0.12614800E-004
  0.32103201E+002  0.16802491E-001  0.17588509E-004
  0.32303221E+002  0.16395446E-001  0.16642962E-004
  0.32503241E+002  0.13137532E-001  0.10620156E-004
  0.32703261E+002  0.84217660E-002  0.43375579E-005
  0.32903281E+002  0.42557544E-002  0.11008899E-005
  0.33103301E+002  0.23976825E-002  0.34732979E-006
  0.33303321E+002  0.36050898E-002  0.78050312E-006
  0.33503341E+002  0.73174590E-002  0.31964099E-005
  0.33703361E+002  0.11906690E-001  0.84127674E-005
  0.33903381E+002  0.15381663E-001  0.13957048E-004
  0.34103401E+002  0.16242953E-001  0.15472564E-004
  0.34303421E+002  0.14120844E-001  0.11625560E-004
  0.34503441E+002  0.99252570E-002  0.57101973E-005
  0.34703461E+002  0.54470194E-002  0.17099171E-005
  0.34903481E+002  0.25851265E-002  0.38293481E-006
  0.35103501E+002  0.25333348E-002  0.36564929E-006
  0.35303521E+002  0.52744497E-002  0.15760366E-005
  0.35503541E+002  0.95964695E-002  0.51877771E-005
  0.35703561E+002  0.13619924E-001  0.10391252E-004
  0.35903581E+002  0.15607070E-001  0.13568599E-004
  0.36103601E+002  0.14704584E-001  0.11978018E-004
  0.36303621E+002  0.11302357E-001  0.70374945E-005
  0.36503641E+002  0.68575670E-002  0.25765224E-005
  0.36703661E+002  0.32631527E-002  0.58022361E-006
  0.36903681E+002  0.20342608E-002  0.22427123E-006
  0.37103701E+002  0.36621649E-002  0.72291721E-006
  0.37303721E+002  0.74114949E-002  0.29450283E-005
  0.37503741E+002  0.11644787E-001  0.72313351E-005
  0.37703761E+002  0.14529925E-001  0.11198815E-004
  0.37903781E+002  0.14825852E-001  0.11598099E-004
  0.38103801E+002  0.12409435E-001  0.80828722E-005
  0.38303821E+002  0.83198708E-002  0.36142740E-005
  0.38503841E+002  0.43051237E-002  0.96271382E-006
  0.38703861E+002  0.20681957E-002  0.22103395E-006
  0.38903881E+002  0.25382715E-002  0.33121744E-006
  0.39103901E+002  0.54785759E-002  0.15351304E-005
  0.39303921E+002  0.95965113E-002  0.46862007E-005
  0.39503941E+002  0.13105091E-001  0.86950010E-005
  0.39703961E+002  0.14491969E-001  0.10579154E-004
  0.39903981E+002  0.13165057E-001  0.86867891E-005
  0.40104001E+002  0.96991311E-002  0.46914593E-005
  0.40304021E+002  0.55808015E-002  0.15455205E-005
  0.40504041E+002  0.25648292E-002  0.32482432E-006
  0.40704061E+002  0.19205065E-002  0.18122739E-006
  0.40904081E+002  0.38917564E-002  0.74055045E-006
  0.41104101E+002  0.76005101E-002  0.28108025E-005
  0.41304121E+002  0.11431843E-001  0.63280381E-005
  0.41504141E+002  0.13731350E-001  0.90858387E-005
  0.41704161E+002  0.13513581E-001  0.87577289E-005
  0.41904181E+002  0.10878725E-001  0.56484418E-005
  0.42104201E+002  0.69612304E-002  0.23018477E-005
  0.42304221E+002  0.34359683E-002  0.55814186E-006
  0.42504241E+002  0.17968466E-002  0.15192167E-006
