 -0.18420681E+002 -0.28008347E-287
 -0.18416996E+002  0.21774841E-186
 -0.18413311E+002  0.77427210E-186
 -0.18409626E+002  0.15244889E-185
 -0.18405941E+002  0.23233168E-185
 -0.18402256E+002  0.30256739E-185
 -0.18398572E+002  0.34864786E-185
 -0.18394887E+002  0.35606494E-185
 -0.18391202E+002  0.31031048E-185
 -0.18387517E+002  0.19687638E-185
 -0.18383832E+002  0.12545303E-187
 -0.18380147E+002 -0.28154081E-185
 -0.18376462E+002 -0.61780853E-185
 -0.18372777E+002 -0.96402415E-185
 -0.18369093E+002 -0.12766632E-184
 -0.18365408E+002 -0.15122014E-184
 -0.18361723E+002 -0.16271143E-184
 -0.18358038E+002 -0.15778776E-184
 -0.18354353E+002 -0.13209672E-184
 -0.18350668E+002 -0.81285883E-185
 -0.18346983E+002 -0.10028403E-186
 -0.18343298E+002  0.10982388E-184
 -0.18339614E+002  0.23872702E-184
 -0.18335929E+002  0.36974766E-184
 -0.18332244E+002  0.48692688E-184
 -0.18328559E+002  0.57430580E-184
 -0.18324874E+002  0.61592554E-184
 -0.18321189E+002  0.59582725E-184
 -0.18317504E+002  0.49805209E-184
 -0.18313819E+002  0.30664127E-184
 -0.18310135E+002  0.56359831E-186
 -0.18306450E+002 -0.40892690E-184
 -0.18302765E+002 -0.89073404E-184
 -0.18299080E+002 -0.13803024E-183
 -0.18295395E+002 -0.18181489E-183
 -0.18291710E+002 -0.21447906E-183
 -0.18288025E+002 -0.23007446E-183
 -0.18284340E+002 -0.22265282E-183
 -0.18280656E+002 -0.18626586E-183
 -0.18276971E+002 -0.11496532E-183
 -0.18273286E+002 -0.28029405E-185
 -0.18269601E+002  0.15176463E-183
 -0.18265916E+002  0.33152904E-183
 -0.18262231E+002  0.51429305E-183
 -0.18258546E+002  0.67785941E-183
 -0.18254861E+002  0.80003089E-183
 -0.18251177E+002  0.85861030E-183
 -0.18247492E+002  0.83140048E-183
 -0.18243807E+002  0.69620429E-183
 -0.18240122E+002  0.43082462E-183
 -0.18236437E+002  0.13064413E-184
 -0.18232752E+002 -0.56309446E-183
 -0.18229067E+002 -0.12337148E-182
 -0.18225382E+002 -0.19159562E-182
 -0.18221698E+002 -0.25269784E-182
 -0.18218013E+002 -0.29839410E-182
 -0.18214328E+002 -0.32040037E-182
 -0.18210643E+002 -0.31043264E-182
 -0.18206958E+002 -0.26020692E-182
 -0.18203273E+002 -0.16143923E-182
 -0.18199588E+002 -0.58455709E-184
 -0.18195903E+002  0.20891595E-182
 -0.18192219E+002  0.45909104E-182
 -0.18188534E+002  0.71376350E-182
 -0.18184849E+002  0.94201698E-182
 -0.18181164E+002  0.11129352E-181
 -0.18177479E+002  0.11956018E-181
 -0.18173794E+002  0.11591006E-181
 -0.18170109E+002  0.97251553E-182
 -0.18166424E+002  0.60493033E-182
 -0.18162740E+002  0.25428956E-183
 -0.18159055E+002 -0.77508301E-182
 -0.18155370E+002 -0.17083579E-181
 -0.18151685E+002 -0.26590157E-181
 -0.18148000E+002 -0.35116755E-181
 -0.18144315E+002 -0.41509564E-181
 -0.18140630E+002 -0.44614778E-181
 -0.18136946E+002 -0.43278592E-181
 -0.18133261E+002 -0.36347203E-181
 -0.18129576E+002 -0.22666811E-181
 -0.18125891E+002 -0.10836150E-182
 -0.18122206E+002  0.28754873E-181
 -0.18118521E+002  0.63570442E-181
 -0.18114836E+002  0.99057087E-181
 -0.18111151E+002  0.13090875E-180
 -0.18107467E+002  0.15481937E-180
 -0.18103782E+002  0.16648291E-180
 -0.18100097E+002  0.16159332E-180
 -0.18096412E+002  0.13584458E-180
 -0.18092727E+002  0.84930643E-181
 -0.18089042E+002  0.45455015E-182
 -0.18085357E+002 -0.10667465E-180
 -0.18081672E+002 -0.23655271E-180
 -0.18077988E+002 -0.36901864E-180
 -0.18074303E+002 -0.48800204E-180
 -0.18070618E+002 -0.57743258E-180
 -0.18066933E+002 -0.62123993E-180
 -0.18063248E+002 -0.60335379E-180
 -0.18059563E+002 -0.50770389E-180
 -0.18055878E+002 -0.31821999E-180
 -0.18052193E+002 -0.18831865E-181
