 -0.18420681E+002  0.10000000E+001 -0.10000000E+001  0.15000000E+001  0.15000000E+001  0.54881237E-003  0.54881237E-003  0.50000000E+000 -0.18293746E-003
 -0.18383813E+002  0.99999970E+000 -0.99999966E+000  0.15000009E+001  0.15000009E+001  0.56942349E-003  0.56942349E-003  0.50000031E+000 -0.18980783E-003
 -0.18346945E+002  0.99999942E+000 -0.99999938E+000  0.15000018E+001  0.15000018E+001  0.59080865E-003  0.59080865E-003  0.50000060E+000 -0.19693622E-003
 -0.18310077E+002  0.99999915E+000 -0.99999911E+000  0.15000026E+001  0.15000026E+001  0.61299690E-003  0.61299690E-003  0.50000087E+000 -0.20433230E-003
 -0.18273209E+002  0.99999890E+000 -0.99999886E+000  0.15000034E+001  0.15000034E+001  0.63601842E-003  0.63601841E-003  0.50000113E+000 -0.21200614E-003
 -0.18236341E+002  0.99999867E+000 -0.99999862E+000  0.15000041E+001  0.15000041E+001  0.65990448E-003  0.65990447E-003  0.50000138E+000 -0.21996816E-003
 -0.18199474E+002  0.99999844E+000 -0.99999840E+000  0.15000048E+001  0.15000048E+001  0.68468758E-003  0.68468756E-003  0.50000161E+000 -0.22822919E-003
 -0.18162606E+002  0.99999823E+000 -0.99999818E+000  0.15000055E+001  0.15000055E+001  0.71040138E-003  0.71040135E-003  0.50000184E+000 -0.23680045E-003
 -0.18125738E+002  0.99999802E+000 -0.99999797E+000  0.15000062E+001  0.15000062E+001  0.73708084E-003  0.73708081E-003  0.50000206E+000 -0.24569360E-003
 -0.18088870E+002  0.99999782E+000 -0.99999777E+000  0.15000068E+001  0.15000068E+001  0.76476223E-003  0.76476219E-003  0.50000227E+000 -0.25492073E-003
 -0.18052002E+002  0.99999763E+000 -0.99999758E+000  0.15000074E+001  0.15000074E+001  0.79348318E-003  0.79348312E-003  0.50000248E+000 -0.26449437E-003
 -0.18015134E+002  0.99999744E+000 -0.99999738E+000  0.15000081E+001  0.15000081E+001  0.82328272E-003  0.82328264E-003  0.50000269E+000 -0.27442755E-003
 -0.17978267E+002  0.99999725E+000 -0.99999719E+000  0.15000087E+001  0.15000087E+001  0.85420135E-003  0.85420126E-003  0.50000289E+000 -0.28473375E-003
 -0.17941399E+002  0.99999707E+000 -0.99999701E+000  0.15000093E+001  0.15000093E+001  0.88628111E-003  0.88628100E-003  0.50000310E+000 -0.29542700E-003
 -0.17904531E+002  0.99999688E+000 -0.99999682E+000  0.15000099E+001  0.15000099E+001  0.91956560E-003  0.91956546E-003  0.50000330E+000 -0.30652182E-003
 -0.17867663E+002  0.99999670E+000 -0.99999664E+000  0.15000105E+001  0.15000105E+001  0.95410006E-003  0.95409989E-003  0.50000350E+000 -0.31803330E-003
 -0.17830795E+002  0.99999651E+000 -0.99999645E+000  0.15000111E+001  0.15000111E+001  0.98993143E-003  0.98993123E-003  0.50000371E+000 -0.32997708E-003
 -0.17793927E+002  0.99999633E+000 -0.99999626E+000  0.15000118E+001  0.15000118E+001  0.10271084E-002  0.10271082E-002  0.50000392E+000 -0.34236939E-003
 -0.17757059E+002  0.99999614E+000 -0.99999607E+000  0.15000124E+001  0.15000124E+001  0.10656815E-002  0.10656813E-002  0.50000414E+000 -0.35522709E-003
 -0.17720192E+002  0.99999595E+000 -0.99999588E+000  0.15000131E+001  0.15000131E+001  0.11057032E-002  0.11057029E-002  0.50000435E+000 -0.36856764E-003
 -0.17683324E+002  0.99999576E+000 -0.99999568E+000  0.15000137E+001  0.15000137E+001  0.11472279E-002  0.11472275E-002  0.50000458E+000 -0.38240918E-003
 -0.17646456E+002  0.99999556E+000 -0.99999548E+000  0.15000144E+001  0.15000144E+001  0.11903120E-002  0.11903115E-002  0.50000481E+000 -0.39677052E-003
 -0.17609588E+002  0.99999536E+000 -0.99999528E+000  0.15000151E+001  0.15000151E+001  0.12350140E-002  0.12350135E-002  0.50000505E+000 -0.41167118E-003
 -0.17572720E+002  0.99999516E+000 -0.99999507E+000  0.15000159E+001  0.15000159E+001  0.12813948E-002  0.12813942E-002  0.50000529E+000 -0.42713141E-003
 -0.17535852E+002  0.99999494E+000 -0.99999486E+000  0.15000166E+001  0.15000166E+001  0.13295173E-002  0.13295167E-002  0.50000554E+000 -0.44317223E-003
 -0.17498985E+002  0.99999473E+000 -0.99999463E+000  0.15000174E+001  0.15000174E+001  0.13794470E-002  0.13794463E-002  0.50000581E+000 -0.45981544E-003
 -0.17462117E+002  0.99999450E+000 -0.99999441E+000  0.15000182E+001  0.15000182E+001  0.14312518E-002  0.14312510E-002  0.50000608E+000 -0.47708365E-003
 -0.17425249E+002  0.99999427E+000 -0.99999417E+000  0.15000191E+001  0.15000191E+001  0.14850020E-002  0.14850010E-002  0.50000636E+000 -0.49500034E-003
 -0.17388381E+002  0.99999403E+000 -0.99999393E+000  0.15000200E+001  0.15000200E+001  0.15407706E-002  0.15407696E-002  0.50000666E+000 -0.51358986E-003
 -0.17351513E+002  0.99999378E+000 -0.99999368E+000  0.15000209E+001  0.15000209E+001  0.15986336E-002  0.15986324E-002  0.50000697E+000 -0.53287747E-003
 -0.17314645E+002  0.99999353E+000 -0.99999342E+000  0.15000219E+001  0.15000219E+001  0.16586695E-002  0.16586682E-002  0.50000729E+000 -0.55288939E-003
 -0.17277777E+002  0.99999326E+000 -0.99999315E+000  0.15000229E+001  0.15000229E+001  0.17209600E-002  0.17209584E-002  0.50000763E+000 -0.57365281E-003
 -0.17240910E+002  0.99999298E+000 -0.99999287E+000  0.15000239E+001  0.15000239E+001  0.17855896E-002  0.17855879E-002  0.50000798E+000 -0.59519595E-003
 -0.17204042E+002  0.99999270E+000 -0.99999258E+000  0.15000250E+001  0.15000250E+001  0.18526462E-002  0.18526443E-002  0.50000835E+000 -0.61754809E-003
 -0.17167174E+002  0.99999240E+000 -0.99999227E+000  0.15000262E+001  0.15000262E+001  0.19222210E-002  0.19222188E-002  0.50000873E+000 -0.64073961E-003
 -0.17130306E+002  0.99999209E+000 -0.99999196E+000  0.15000274E+001  0.15000274E+001  0.19944085E-002  0.19944061E-002  0.50000913E+000 -0.66480203E-003
 -0.17093438E+002  0.99999177E+000 -0.99999163E+000  0.15000287E+001  0.15000287E+001  0.20693069E-002  0.20693041E-002  0.50000956E+000 -0.68976803E-003
 -0.17056570E+002  0.99999144E+000 -0.99999129E+000  0.15000300E+001  0.15000300E+001  0.21470178E-002  0.21470147E-002  0.50001000E+000 -0.71567156E-003
 -0.17019702E+002  0.99999109E+000 -0.99999094E+000  0.15000314E+001  0.15000314E+001  0.22276469E-002  0.22276434E-002  0.50001047E+000 -0.74254781E-003
 -0.16982835E+002  0.99999073E+000 -0.99999057E+000  0.15000329E+001  0.15000329E+001  0.23113039E-002  0.23112999E-002  0.50001095E+000 -0.77043332E-003
 -0.16945967E+002  0.99999035E+000 -0.99999019E+000  0.15000344E+001  0.15000344E+001  0.23981023E-002  0.23980979E-002  0.50001147E+000 -0.79936596E-003
 -0.16909099E+002  0.99998995E+000 -0.99998979E+000  0.15000360E+001  0.15000360E+001  0.24881601E-002  0.24881552E-002  0.50001201E+000 -0.82938506E-003
 -0.16872231E+002  0.99998954E+000 -0.99998937E+000  0.15000377E+001  0.15000377E+001  0.25815998E-002  0.25815942E-002  0.50001258E+000 -0.86053141E-003
 -0.16835363E+002  0.99998912E+000 -0.99998894E+000  0.15000395E+001  0.15000395E+001  0.26785482E-002  0.26785420E-002  0.50001317E+000 -0.89284733E-003
 -0.16798495E+002  0.99998867E+000 -0.99998849E+000  0.15000414E+001  0.15000414E+001  0.27791372E-002  0.27791302E-002  0.50001380E+000 -0.92637673E-003
 -0.16761628E+002  0.99998821E+000 -0.99998801E+000  0.15000434E+001  0.15000434E+001  0.28835034E-002  0.28834956E-002  0.50001447E+000 -0.96116518E-003
 -0.16724760E+002  0.99998772E+000 -0.99998752E+000  0.15000455E+001  0.15000455E+001  0.29917886E-002  0.29917798E-002  0.50001516E+000 -0.99725995E-003
 -0.16687892E+002  0.99998721E+000 -0.99998701E+000  0.15000477E+001  0.15000477E+001  0.31041400E-002  0.31041302E-002  0.50001590E+000 -0.10347101E-002
 -0.16651024E+002  0.99998668E+000 -0.99998647E+000  0.15000500E+001  0.15000500E+001  0.32207102E-002  0.32206993E-002  0.50001667E+000 -0.10735664E-002
 -0.16614156E+002  0.99998613E+000 -0.99998591E+000  0.15000525E+001  0.15000525E+001  0.33416577E-002  0.33416455E-002  0.50001749E+000 -0.11138818E-002
 -0.16577288E+002  0.99998555E+000 -0.99998532E+000  0.15000551E+001  0.15000551E+001  0.34671468E-002  0.34671331E-002  0.50001835E+000 -0.11557110E-002
 -0.16540420E+002  0.99998495E+000 -0.99998471E+000  0.15000578E+001  0.15000578E+001  0.35973480E-002  0.35973327E-002  0.50001926E+000 -0.11991109E-002
 -0.16503553E+002  0.99998432E+000 -0.99998407E+000  0.15000607E+001  0.15000607E+001  0.37324382E-002  0.37324210E-002  0.50002023E+000 -0.12441403E-002
 -0.16466685E+002  0.99998366E+000 -0.99998340E+000  0.15000637E+001  0.15000637E+001  0.38726009E-002  0.38725817E-002  0.50002124E+000 -0.12908606E-002
 -0.16429817E+002  0.99998297E+000 -0.99998270E+000  0.15000669E+001  0.15000669E+001  0.40180266E-002  0.40180051E-002  0.50002231E+000 -0.13393350E-002
 -0.16392949E+002  0.99998225E+000 -0.99998197E+000  0.15000703E+001  0.15000703E+001  0.41689128E-002  0.41688889E-002  0.50002345E+000 -0.13896296E-002
 -0.16356081E+002  0.99998149E+000 -0.99998121E+000  0.15000739E+001  0.15000739E+001  0.43254646E-002  0.43254378E-002  0.50002464E+000 -0.14418126E-002
 -0.16319213E+002  0.99998070E+000 -0.99998040E+000  0.15000777E+001  0.15000777E+001  0.44878947E-002  0.44878647E-002  0.50002591E+000 -0.14959549E-002
 -0.16282345E+002  0.99997987E+000 -0.99997957E+000  0.15000818E+001  0.15000818E+001  0.46564236E-002  0.46563902E-002  0.50002725E+000 -0.15521301E-002
 -0.16245478E+002  0.99997901E+000 -0.99997869E+000  0.15000860E+001  0.15000860E+001  0.48312805E-002  0.48312431E-002  0.50002867E+000 -0.16104144E-002
 -0.16208610E+002  0.99997810E+000 -0.99997777E+000  0.15000905E+001  0.15000905E+001  0.50127027E-002  0.50126609E-002  0.50003017E+000 -0.16708870E-002
 -0.16171742E+002  0.99997715E+000 -0.99997681E+000  0.15000953E+001  0.15000953E+001  0.52009368E-002  0.52008901E-002  0.50003177E+000 -0.17336300E-002
 -0.16134874E+002  0.99997615E+000 -0.99997580E+000  0.15001004E+001  0.15001004E+001  0.53962385E-002  0.53961863E-002  0.50003345E+000 -0.17987288E-002
 -0.16098006E+002  0.99997511E+000 -0.99997474E+000  0.15001057E+001  0.15001057E+001  0.55988730E-002  0.55988147E-002  0.50003524E+000 -0.18662716E-002
 -0.16061138E+002  0.99997401E+000 -0.99997363E+000  0.15001114E+001  0.15001114E+001  0.58091156E-002  0.58090504E-002  0.50003713E+000 -0.19363501E-002
 -0.16024271E+002  0.99997287E+000 -0.99997247E+000  0.15001174E+001  0.15001174E+001  0.60272518E-002  0.60271790E-002  0.50003914E+000 -0.20090597E-002
 -0.15987403E+002  0.99997166E+000 -0.99997125E+000  0.15001238E+001  0.15001238E+001  0.62535780E-002  0.62534967E-002  0.50004128E+000 -0.20844989E-002
 -0.15950535E+002  0.99997040E+000 -0.99996997E+000  0.15001306E+001  0.15001306E+001  0.64884015E-002  0.64883107E-002  0.50004354E+000 -0.21627702E-002
 -0.15913667E+002  0.99996907E+000 -0.99996862E+000  0.15001378E+001  0.15001378E+001  0.67320413E-002  0.67319398E-002  0.50004594E+000 -0.22439799E-002
 -0.15876799E+002  0.99996767E+000 -0.99996721E+000  0.15001455E+001  0.15001455E+001  0.69848282E-002  0.69847149E-002  0.50004849E+000 -0.23282383E-002
 -0.15839931E+002  0.99996621E+000 -0.99996573E+000  0.15001536E+001  0.15001536E+001  0.72471056E-002  0.72469790E-002  0.50005120E+000 -0.24156597E-002
 -0.15803063E+002  0.99996467E+000 -0.99996417E+000  0.15001622E+001  0.15001622E+001  0.75192296E-002  0.75190881E-002  0.50005408E+000 -0.25063627E-002
 -0.15766196E+002  0.99996305E+000 -0.99996253E+000  0.15001714E+001  0.15001714E+001  0.78015698E-002  0.78014117E-002  0.50005714E+000 -0.26004706E-002
 -0.15729328E+002  0.99996135E+000 -0.99996081E+000  0.15001812E+001  0.15001812E+001  0.80945094E-002  0.80943328E-002  0.50006039E+000 -0.26981109E-002
 -0.15692460E+002  0.99995956E+000 -0.99995900E+000  0.15001916E+001  0.15001916E+001  0.83984464E-002  0.83982491E-002  0.50006385E+000 -0.27994164E-002
 -0.15655592E+002  0.99995768E+000 -0.99995710E+000  0.15002026E+001  0.15002026E+001  0.87137933E-002  0.87135729E-002  0.50006753E+000 -0.29045243E-002
 -0.15618724E+002  0.99995570E+000 -0.99995510E+000  0.15002143E+001  0.15002143E+001  0.90409782E-002  0.90407321E-002  0.50007145E+000 -0.30135774E-002
 -0.15581856E+002  0.99995361E+000 -0.99995299E+000  0.15002269E+001  0.15002269E+001  0.93804455E-002  0.93801706E-002  0.50007562E+000 -0.31267235E-002
 -0.15544989E+002  0.99995142E+000 -0.99995077E+000  0.15002402E+001  0.15002402E+001  0.97326559E-002  0.97323488E-002  0.50008006E+000 -0.32441163E-002
 -0.15508121E+002  0.99994910E+000 -0.99994843E+000  0.15002544E+001  0.15002544E+001  0.10098088E-001  0.10097744E-001  0.50008479E+000 -0.33659148E-002
 -0.15471253E+002  0.99994667E+000 -0.99994597E+000  0.15002695E+001  0.15002695E+001  0.10477236E-001  0.10476853E-001  0.50008983E+000 -0.34922844E-002
 -0.15434385E+002  0.99994410E+000 -0.99994338E+000  0.15002856E+001  0.15002856E+001  0.10870617E-001  0.10870189E-001  0.50009520E+000 -0.36233964E-002
 -0.15397517E+002  0.99994139E+000 -0.99994064E+000  0.15003028E+001  0.15003028E+001  0.11278764E-001  0.11278286E-001  0.50010092E+000 -0.37594285E-002
 -0.15360649E+002  0.99993853E+000 -0.99993775E+000  0.15003211E+001  0.15003211E+001  0.11702230E-001  0.11701696E-001  0.50010702E+000 -0.39005653E-002
 -0.15323781E+002  0.99993551E+000 -0.99993471E+000  0.15003406E+001  0.15003406E+001  0.12141590E-001  0.12140994E-001  0.50011353E+000 -0.40469980E-002
 -0.15286914E+002  0.99993233E+000 -0.99993149E+000  0.15003614E+001  0.15003614E+001  0.12597441E-001  0.12596775E-001  0.50012047E+000 -0.41989250E-002
 -0.15250046E+002  0.99992897E+000 -0.99992810E+000  0.15003837E+001  0.15003837E+001  0.13070401E-001  0.13069657E-001  0.50012788E+000 -0.43565524E-002
 -0.15213178E+002  0.99992542E+000 -0.99992452E+000  0.15004074E+001  0.15004074E+001  0.13561112E-001  0.13560281E-001  0.50013579E+000 -0.45200937E-002
 -0.15176310E+002  0.99992166E+000 -0.99992073E+000  0.15004327E+001  0.15004327E+001  0.14070239E-001  0.14069311E-001  0.50014423E+000 -0.46897703E-002
 -0.15139442E+002  0.99991770E+000 -0.99991673E+000  0.15004598E+001  0.15004597E+001  0.14598473E-001  0.14597436E-001  0.50015325E+000 -0.48658121E-002
 -0.15102574E+002  0.99991351E+000 -0.99991250E+000  0.15004886E+001  0.15004886E+001  0.15146531E-001  0.15145373E-001  0.50016288E+000 -0.50484575E-002
 -0.15065706E+002  0.99990907E+000 -0.99990803E+000  0.15005195E+001  0.15005195E+001  0.15715155E-001  0.15713861E-001  0.50017316E+000 -0.52379538E-002
 -0.15028839E+002  0.99990438E+000 -0.99990330E+000  0.15005525E+001  0.15005525E+001  0.16305117E-001  0.16303672E-001  0.50018415E+000 -0.54345574E-002
 -0.14991971E+002  0.99989941E+000 -0.99989829E+000  0.15005877E+001  0.15005877E+001  0.16917217E-001  0.16915603E-001  0.50019590E+000 -0.56385344E-002
 -0.14955103E+002  0.99989415E+000 -0.99989299E+000  0.15006254E+001  0.15006254E+001  0.17552285E-001  0.17550482E-001  0.50020846E+000 -0.58501607E-002
 -0.14918235E+002  0.99988858E+000 -0.99988738E+000  0.15006657E+001  0.15006656E+001  0.18211181E-001  0.18209167E-001  0.50022188E+000 -0.60697225E-002
 -0.14881367E+002  0.99988268E+000 -0.99988143E+000  0.15007087E+001  0.15007087E+001  0.18894798E-001  0.18892550E-001  0.50023624E+000 -0.62975166E-002
 -0.14844499E+002  0.99987643E+000 -0.99987513E+000  0.15007548E+001  0.15007548E+001  0.19604064E-001  0.19601553E-001  0.50025160E+000 -0.65338509E-002
 -0.14807632E+002  0.99986980E+000 -0.99986845E+000  0.15008041E+001  0.15008041E+001  0.20339940E-001  0.20337134E-001  0.50026803E+000 -0.67790448E-002
 -0.14770764E+002  0.99986277E+000 -0.99986137E+000  0.15008569E+001  0.15008568E+001  0.21103421E-001  0.21100288E-001  0.50028561E+000 -0.70334293E-002
 -0.14733896E+002  0.99985531E+000 -0.99985386E+000  0.15009133E+001  0.15009133E+001  0.21895543E-001  0.21892044E-001  0.50030442E+000 -0.72973479E-002
 -0.14697028E+002  0.99984739E+000 -0.99984589E+000  0.15009737E+001  0.15009737E+001  0.22717379E-001  0.22713470E-001  0.50032456E+000 -0.75711568E-002
 -0.14660160E+002  0.99983899E+000 -0.99983743E+000  0.15010384E+001  0.15010384E+001  0.23570041E-001  0.23565676E-001  0.50034613E+000 -0.78552252E-002
 -0.14623292E+002  0.99983007E+000 -0.99982845E+000  0.15011077E+001  0.15011076E+001  0.24454684E-001  0.24449809E-001  0.50036921E+000 -0.81499362E-002
