 -0.17941399E+002  0.99999721E+000 -0.99999715E+000  0.15000084E+001  0.15000084E+001  0.76130656E-004  0.76130656E-004  0.50000279E+000 -0.25376885E-004
 -0.17904531E+002  0.99999704E+000 -0.99999698E+000  0.15000089E+001  0.15000089E+001  0.78989761E-004  0.78989761E-004  0.50000296E+000 -0.26329920E-004
 -0.17867663E+002  0.99999687E+000 -0.99999680E+000  0.15000094E+001  0.15000094E+001  0.81956237E-004  0.81956237E-004  0.50000314E+000 -0.27318746E-004
 -0.17830795E+002  0.99999669E+000 -0.99999663E+000  0.15000099E+001  0.15000099E+001  0.85034116E-004  0.85034116E-004  0.50000331E+000 -0.28344705E-004
 -0.17793927E+002  0.99999652E+000 -0.99999645E+000  0.15000104E+001  0.15000104E+001  0.88227582E-004  0.88227582E-004  0.50000348E+000 -0.29409194E-004
 -0.17757059E+002  0.99999634E+000 -0.99999627E+000  0.15000110E+001  0.15000110E+001  0.91540975E-004  0.91540975E-004  0.50000366E+000 -0.30513658E-004
 -0.17720192E+002  0.99999617E+000 -0.99999609E+000  0.15000115E+001  0.15000115E+001  0.94978800E-004  0.94978799E-004  0.50000383E+000 -0.31659600E-004
 -0.17683324E+002  0.99999599E+000 -0.99999591E+000  0.15000120E+001  0.15000120E+001  0.98545728E-004  0.98545728E-004  0.50000401E+000 -0.32848576E-004
 -0.17646456E+002  0.99999581E+000 -0.99999573E+000  0.15000126E+001  0.15000126E+001  0.10224661E-003  0.10224661E-003  0.50000420E+000 -0.34082202E-004
 -0.17609588E+002  0.99999562E+000 -0.99999554E+000  0.15000131E+001  0.15000131E+001  0.10608647E-003  0.10608647E-003  0.50000438E+000 -0.35362156E-004
 -0.17572720E+002  0.99999543E+000 -0.99999535E+000  0.15000137E+001  0.15000137E+001  0.11007053E-003  0.11007053E-003  0.50000457E+000 -0.36690177E-004
 -0.17535852E+002  0.99999524E+000 -0.99999515E+000  0.15000143E+001  0.15000143E+001  0.11420421E-003  0.11420421E-003  0.50000477E+000 -0.38068071E-004
 -0.17498985E+002  0.99999504E+000 -0.99999495E+000  0.15000149E+001  0.15000149E+001  0.11849313E-003  0.11849313E-003  0.50000497E+000 -0.39497708E-004
 -0.17462117E+002  0.99999483E+000 -0.99999474E+000  0.15000155E+001  0.15000155E+001  0.12294310E-003  0.12294310E-003  0.50000517E+000 -0.40981034E-004
 -0.17425249E+002  0.99999462E+000 -0.99999452E+000  0.15000161E+001  0.15000161E+001  0.12756019E-003  0.12756019E-003  0.50000538E+000 -0.42520064E-004
 -0.17388381E+002  0.99999441E+000 -0.99999430E+000  0.15000168E+001  0.15000168E+001  0.13235067E-003  0.13235067E-003  0.50000560E+000 -0.44116889E-004
 -0.17351513E+002  0.99999418E+000 -0.99999408E+000  0.15000175E+001  0.15000175E+001  0.13732104E-003  0.13732104E-003  0.50000582E+000 -0.45773680E-004
 -0.17314645E+002  0.99999395E+000 -0.99999384E+000  0.15000182E+001  0.15000182E+001  0.14247807E-003  0.14247807E-003  0.50000605E+000 -0.47492689E-004
 -0.17277777E+002  0.99999372E+000 -0.99999360E+000  0.15000189E+001  0.15000189E+001  0.14782876E-003  0.14782876E-003  0.50000629E+000 -0.49276252E-004
 -0.17240910E+002  0.99999347E+000 -0.99999335E+000  0.15000196E+001  0.15000196E+001  0.15338038E-003  0.15338038E-003  0.50000654E+000 -0.51126793E-004
 -0.17204042E+002  0.99999322E+000 -0.99999309E+000  0.15000204E+001  0.15000204E+001  0.15914048E-003  0.15914048E-003  0.50000679E+000 -0.53046827E-004
 -0.17167174E+002  0.99999295E+000 -0.99999283E+000  0.15000212E+001  0.15000212E+001  0.16511689E-003  0.16511689E-003  0.50000705E+000 -0.55038964E-004
 -0.17130306E+002  0.99999268E+000 -0.99999255E+000  0.15000220E+001  0.15000220E+001  0.17131773E-003  0.17131773E-003  0.50000733E+000 -0.57105910E-004
 -0.17093438E+002  0.99999240E+000 -0.99999226E+000  0.15000228E+001  0.15000228E+001  0.17775143E-003  0.17775143E-003  0.50000761E+000 -0.59250476E-004
 -0.17056570E+002  0.99999211E+000 -0.99999197E+000  0.15000237E+001  0.15000237E+001  0.18442673E-003  0.18442672E-003  0.50000790E+000 -0.61475575E-004
 -0.17019702E+002  0.99999181E+000 -0.99999166E+000  0.15000246E+001  0.15000246E+001  0.19135270E-003  0.19135269E-003  0.50000820E+000 -0.63784231E-004
 -0.16982835E+002  0.99999150E+000 -0.99999134E+000  0.15000255E+001  0.15000255E+001  0.19853875E-003  0.19853875E-003  0.50000851E+000 -0.66179582E-004
 -0.16945967E+002  0.99999117E+000 -0.99999102E+000  0.15000265E+001  0.15000265E+001  0.20599465E-003  0.20599465E-003  0.50000884E+000 -0.68664884E-004
 -0.16909099E+002  0.99999084E+000 -0.99999067E+000  0.15000275E+001  0.15000275E+001  0.21373054E-003  0.21373054E-003  0.50000918E+000 -0.71243512E-004
 -0.16872231E+002  0.99999049E+000 -0.99999032E+000  0.15000286E+001  0.15000286E+001  0.22175692E-003  0.22175692E-003  0.50000952E+000 -0.73918973E-004
 -0.16835363E+002  0.99999013E+000 -0.99998995E+000  0.15000297E+001  0.15000297E+001  0.23008471E-003  0.23008470E-003  0.50000988E+000 -0.76694901E-004
 -0.16798495E+002  0.99998976E+000 -0.99998957E+000  0.15000308E+001  0.15000308E+001  0.23872521E-003  0.23872521E-003  0.50001026E+000 -0.79575069E-004
 -0.16761628E+002  0.99998937E+000 -0.99998918E+000  0.15000319E+001  0.15000319E+001  0.24769018E-003  0.24769017E-003  0.50001065E+000 -0.82563390E-004
 -0.16724760E+002  0.99998897E+000 -0.99998877E+000  0.15000332E+001  0.15000332E+001  0.25699178E-003  0.25699178E-003  0.50001105E+000 -0.85663926E-004
 -0.16687892E+002  0.99998855E+000 -0.99998835E+000  0.15000344E+001  0.15000344E+001  0.26664267E-003  0.26664267E-003  0.50001147E+000 -0.88880890E-004
 -0.16651024E+002  0.99998812E+000 -0.99998791E+000  0.15000357E+001  0.15000357E+001  0.27665596E-003  0.27665596E-003  0.50001190E+000 -0.92218652E-004
 -0.16614156E+002  0.99998767E+000 -0.99998745E+000  0.15000371E+001  0.15000371E+001  0.28704525E-003  0.28704525E-003  0.50001235E+000 -0.95681749E-004
 -0.16577288E+002  0.99998721E+000 -0.99998698E+000  0.15000385E+001  0.15000385E+001  0.29782466E-003  0.29782466E-003  0.50001282E+000 -0.99274885E-004
 -0.16540420E+002  0.99998673E+000 -0.99998649E+000  0.15000399E+001  0.15000399E+001  0.30900884E-003  0.30900883E-003  0.50001330E+000 -0.10300294E-003
 -0.16503553E+002  0.99998623E+000 -0.99998598E+000  0.15000414E+001  0.15000414E+001  0.32061298E-003  0.32061297E-003  0.50001381E+000 -0.10687099E-003
 -0.16466685E+002  0.99998571E+000 -0.99998545E+000  0.15000430E+001  0.15000430E+001  0.33265285E-003  0.33265284E-003  0.50001433E+000 -0.11088428E-003
 -0.16429817E+002  0.99998517E+000 -0.99998491E+000  0.15000446E+001  0.15000446E+001  0.34514481E-003  0.34514480E-003  0.50001487E+000 -0.11504827E-003
 -0.16392949E+002  0.99998461E+000 -0.99998434E+000  0.15000463E+001  0.15000463E+001  0.35810583E-003  0.35810582E-003  0.50001543E+000 -0.11936861E-003
 -0.16356081E+002  0.99998403E+000 -0.99998375E+000  0.15000480E+001  0.15000480E+001  0.37155353E-003  0.37155351E-003  0.50001601E+000 -0.12385117E-003
 -0.16319213E+002  0.99998343E+000 -0.99998314E+000  0.15000498E+001  0.15000498E+001  0.38550616E-003  0.38550614E-003  0.50001662E+000 -0.12850205E-003
 -0.16282345E+002  0.99998281E+000 -0.99998250E+000  0.15000517E+001  0.15000517E+001  0.39998269E-003  0.39998267E-003  0.50001724E+000 -0.13332756E-003
 -0.16245478E+002  0.99998216E+000 -0.99998184E+000  0.15000537E+001  0.15000537E+001  0.41500278E-003  0.41500276E-003  0.50001789E+000 -0.13833425E-003
 -0.16208610E+002  0.99998149E+000 -0.99998116E+000  0.15000557E+001  0.15000557E+001  0.43058684E-003  0.43058682E-003  0.50001857E+000 -0.14352894E-003
 -0.16171742E+002  0.99998080E+000 -0.99998045E+000  0.15000578E+001  0.15000578E+001  0.44675605E-003  0.44675602E-003  0.50001927E+000 -0.14891867E-003
 -0.16134874E+002  0.99998007E+000 -0.99997972E+000  0.15000600E+001  0.15000600E+001  0.46353236E-003  0.46353232E-003  0.50002000E+000 -0.15451077E-003
 -0.16098006E+002  0.99997932E+000 -0.99997895E+000  0.15000623E+001  0.15000623E+001  0.48093856E-003  0.48093852E-003  0.50002075E+000 -0.16031284E-003
 -0.16061138E+002  0.99997855E+000 -0.99997816E+000  0.15000646E+001  0.15000646E+001  0.49899830E-003  0.49899826E-003  0.50002154E+000 -0.16633275E-003
 -0.16024271E+002  0.99997774E+000 -0.99997734E+000  0.15000670E+001  0.15000670E+001  0.51773612E-003  0.51773607E-003  0.50002235E+000 -0.17257869E-003
 -0.15987403E+002  0.99997690E+000 -0.99997649E+000  0.15000696E+001  0.15000696E+001  0.53717746E-003  0.53717741E-003  0.50002319E+000 -0.17905914E-003
 -0.15950535E+002  0.99997603E+000 -0.99997560E+000  0.15000722E+001  0.15000722E+001  0.55734872E-003  0.55734867E-003  0.50002407E+000 -0.18578289E-003
 -0.15913667E+002  0.99997513E+000 -0.99997469E+000  0.15000749E+001  0.15000749E+001  0.57827732E-003  0.57827726E-003  0.50002498E+000 -0.19275909E-003
 -0.15876799E+002  0.99997420E+000 -0.99997373E+000  0.15000778E+001  0.15000778E+001  0.59999167E-003  0.59999159E-003  0.50002592E+000 -0.19999720E-003
 -0.15839931E+002  0.99997323E+000 -0.99997274E+000  0.15000807E+001  0.15000807E+001  0.62252126E-003  0.62252118E-003  0.50002690E+000 -0.20750706E-003
 -0.15803063E+002  0.99997222E+000 -0.99997172E+000  0.15000838E+001  0.15000838E+001  0.64589669E-003  0.64589660E-003  0.50002792E+000 -0.21529887E-003
 -0.15766196E+002  0.99997117E+000 -0.99997066E+000  0.15000869E+001  0.15000869E+001  0.67014971E-003  0.67014960E-003  0.50002898E+000 -0.22338320E-003
 -0.15729328E+002  0.99997009E+000 -0.99996955E+000  0.15000902E+001  0.15000902E+001  0.69531324E-003  0.69531313E-003  0.50003007E+000 -0.23177104E-003
 -0.15692460E+002  0.99996896E+000 -0.99996841E+000  0.15000936E+001  0.15000936E+001  0.72142147E-003  0.72142135E-003  0.50003121E+000 -0.24047378E-003
 -0.15655592E+002  0.99996779E+000 -0.99996722E+000  0.15000972E+001  0.15000972E+001  0.74850985E-003  0.74850971E-003  0.50003239E+000 -0.24950324E-003
 -0.15618724E+002  0.99996658E+000 -0.99996598E+000  0.15001009E+001  0.15001009E+001  0.77661515E-003  0.77661499E-003  0.50003362E+000 -0.25887166E-003
 -0.15581856E+002  0.99996532E+000 -0.99996470E+000  0.15001047E+001  0.15001047E+001  0.80577554E-003  0.80577536E-003  0.50003489E+000 -0.26859179E-003
 -0.15544989E+002  0.99996402E+000 -0.99996337E+000  0.15001086E+001  0.15001086E+001  0.83603061E-003  0.83603041E-003  0.50003621E+000 -0.27867680E-003
 -0.15508121E+002  0.99996267E+000 -0.99996200E+000  0.15001128E+001  0.15001128E+001  0.86742143E-003  0.86742121E-003  0.50003758E+000 -0.28914040E-003
 -0.15471253E+002  0.99996126E+000 -0.99996056E+000  0.15001170E+001  0.15001170E+001  0.89999062E-003  0.89999037E-003  0.50003901E+000 -0.29999679E-003
 -0.15434385E+002  0.99995980E+000 -0.99995908E+000  0.15001215E+001  0.15001215E+001  0.93378239E-003  0.93378212E-003  0.50004049E+000 -0.31126071E-003
 -0.15397517E+002  0.99995829E+000 -0.99995754E+000  0.15001261E+001  0.15001261E+001  0.96884262E-003  0.96884232E-003  0.50004202E+000 -0.32294744E-003
 -0.15360649E+002  0.99995672E+000 -0.99995594E+000  0.15001309E+001  0.15001309E+001  0.10052189E-002  0.10052186E-002  0.50004362E+000 -0.33507285E-003
 -0.15323781E+002  0.99995509E+000 -0.99995428E+000  0.15001358E+001  0.15001358E+001  0.10429606E-002  0.10429602E-002  0.50004527E+000 -0.34765340E-003
 -0.15286914E+002  0.99995340E+000 -0.99995256E+000  0.15001410E+001  0.15001410E+001  0.10821189E-002  0.10821185E-002  0.50004699E+000 -0.36070617E-003
 -0.15250046E+002  0.99995164E+000 -0.99995077E+000  0.15001463E+001  0.15001463E+001  0.11227470E-002  0.11227466E-002  0.50004878E+000 -0.37424886E-003
 -0.15213178E+002  0.99994982E+000 -0.99994892E+000  0.15001519E+001  0.15001519E+001  0.11649001E-002  0.11648996E-002  0.50005063E+000 -0.38829985E-003
 -0.15176310E+002  0.99994793E+000 -0.99994699E+000  0.15001577E+001  0.15001577E+001  0.12086352E-002  0.12086347E-002  0.50005256E+000 -0.40287822E-003
 -0.15139442E+002  0.99994597E+000 -0.99994500E+000  0.15001637E+001  0.15001637E+001  0.12540119E-002  0.12540112E-002  0.50005456E+000 -0.41800374E-003
 -0.15102574E+002  0.99994393E+000 -0.99994292E+000  0.15001699E+001  0.15001699E+001  0.13010915E-002  0.13010908E-002  0.50005663E+000 -0.43369693E-003
 -0.15065706E+002  0.99994182E+000 -0.99994077E+000  0.15001764E+001  0.15001764E+001  0.13499381E-002  0.13499373E-002  0.50005879E+000 -0.44997909E-003
 -0.15028839E+002  0.99993962E+000 -0.99993854E+000  0.15001831E+001  0.15001831E+001  0.14006178E-002  0.14006169E-002  0.50006103E+000 -0.46687230E-003
 -0.14991971E+002  0.99993735E+000 -0.99993623E+000  0.15001901E+001  0.15001901E+001  0.14531995E-002  0.14531985E-002  0.50006336E+000 -0.48439948E-003
 -0.14955103E+002  0.99993499E+000 -0.99993382E+000  0.15001973E+001  0.15001973E+001  0.15077544E-002  0.15077532E-002  0.50006577E+000 -0.50258440E-003
 -0.14918235E+002  0.99993253E+000 -0.99993133E+000  0.15002048E+001  0.15002048E+001  0.15643565E-002  0.15643552E-002  0.50006828E+000 -0.52145173E-003
 -0.14881367E+002  0.99992999E+000 -0.99992874E+000  0.15002127E+001  0.15002127E+001  0.16230826E-002  0.16230811E-002  0.50007089E+000 -0.54102704E-003
 -0.14844499E+002  0.99992735E+000 -0.99992605E+000  0.15002208E+001  0.15002208E+001  0.16840123E-002  0.16840107E-002  0.50007360E+000 -0.56133689E-003
 -0.14807632E+002  0.99992461E+000 -0.99992326E+000  0.15002292E+001  0.15002292E+001  0.17472282E-002  0.17472264E-002  0.50007641E+000 -0.58240881E-003
 -0.14770764E+002  0.99992176E+000 -0.99992036E+000  0.15002380E+001  0.15002380E+001  0.18128161E-002  0.18128141E-002  0.50007933E+000 -0.60427137E-003
 -0.14733896E+002  0.99991881E+000 -0.99991736E+000  0.15002471E+001  0.15002471E+001  0.18808648E-002  0.18808626E-002  0.50008237E+000 -0.62695421E-003
 -0.14697028E+002  0.99991575E+000 -0.99991424E+000  0.15002566E+001  0.15002566E+001  0.19514667E-002  0.19514642E-002  0.50008552E+000 -0.65048806E-003
 -0.14660160E+002  0.99991256E+000 -0.99991100E+000  0.15002664E+001  0.15002664E+001  0.20247173E-002  0.20247145E-002  0.50008880E+000 -0.67490484E-003
 -0.14623292E+002  0.99990926E+000 -0.99990764E+000  0.15002766E+001  0.15002766E+001  0.21007159E-002  0.21007129E-002  0.50009221E+000 -0.70023762E-003
 -0.14586424E+002  0.99990584E+000 -0.99990415E+000  0.15002872E+001  0.15002872E+001  0.21795656E-002  0.21795622E-002  0.50009575E+000 -0.72652073E-003
 -0.14549557E+002  0.99990228E+000 -0.99990053E+000  0.15002983E+001  0.15002983E+001  0.22613732E-002  0.22613693E-002  0.50009943E+000 -0.75378978E-003
 -0.14512689E+002  0.99989859E+000 -0.99989677E+000  0.15003097E+001  0.15003097E+001  0.23462494E-002  0.23462451E-002  0.50010325E+000 -0.78208171E-003
 -0.14475821E+002  0.99989475E+000 -0.99989287E+000  0.15003217E+001  0.15003217E+001  0.24343093E-002  0.24343045E-002  0.50010722E+000 -0.81143484E-003
 -0.14438953E+002  0.99989077E+000 -0.99988882E+000  0.15003341E+001  0.15003341E+001  0.25256721E-002  0.25256668E-002  0.50011135E+000 -0.84188892E-003
 -0.14402085E+002  0.99988664E+000 -0.99988462E+000  0.15003469E+001  0.15003469E+001  0.26204616E-002  0.26204556E-002  0.50011564E+000 -0.87348519E-003
 -0.14365217E+002  0.99988236E+000 -0.99988026E+000  0.15003603E+001  0.15003603E+001  0.27188060E-002  0.27187993E-002  0.50012011E+000 -0.90626642E-003
 -0.14328349E+002  0.99987791E+000 -0.99987573E+000  0.15003742E+001  0.15003742E+001  0.28208385E-002  0.28208310E-002  0.50012475E+000 -0.94027700E-003
 -0.14291482E+002  0.99987329E+000 -0.99987103E+000  0.15003887E+001  0.15003887E+001  0.29266972E-002  0.29266889E-002  0.50012957E+000 -0.97556295E-003
 -0.14254614E+002  0.99986849E+000 -0.99986615E+000  0.15004037E+001  0.15004037E+001  0.30365254E-002  0.30365161E-002  0.50013458E+000 -0.10121720E-002
 -0.14217746E+002  0.99986351E+000 -0.99986108E+000  0.15004194E+001  0.15004194E+001  0.31504717E-002  0.31504613E-002  0.50013980E+000 -0.10501538E-002
 -0.14180878E+002  0.99985834E+000 -0.99985582E+000  0.15004357E+001  0.15004357E+001  0.32686902E-002  0.32686785E-002  0.50014522E+000 -0.10895595E-002
 -0.14144010E+002  0.99985298E+000 -0.99985036E+000  0.15004526E+001  0.15004526E+001  0.33913408E-002  0.33913278E-002  0.50015086E+000 -0.11304426E-002
 -0.14107142E+002  0.99984740E+000 -0.99984469E+000  0.15004702E+001  0.15004702E+001  0.35185895E-002  0.35185749E-002  0.50015672E+000 -0.11728583E-002
 -0.14070275E+002  0.99984162E+000 -0.99983880E+000  0.15004885E+001  0.15004885E+001  0.36506081E-002  0.36505919E-002  0.50016283E+000 -0.12168640E-002
 -0.14033407E+002  0.99983561E+000 -0.99983269E+000  0.15005075E+001  0.15005075E+001  0.37875753E-002  0.37875572E-002  0.50016917E+000 -0.12625191E-002
 -0.13996539E+002  0.99982938E+000 -0.99982634E+000  0.15005273E+001  0.15005273E+001  0.39296761E-002  0.39296559E-002  0.50017577E+000 -0.13098853E-002
 -0.13959671E+002  0.99982290E+000 -0.99981975E+000  0.15005479E+001  0.15005479E+001  0.40771026E-002  0.40770800E-002  0.50018264E+000 -0.13590267E-002
 -0.13922803E+002  0.99981618E+000 -0.99981291E+000  0.15005694E+001  0.15005694E+001  0.42300539E-002  0.42300286E-002  0.50018979E+000 -0.14100095E-002
 -0.13885935E+002  0.99980919E+000 -0.99980581E+000  0.15005917E+001  0.15005917E+001  0.43887365E-002  0.43887083E-002  0.50019723E+000 -0.14629028E-002
 -0.13849067E+002  0.99980194E+000 -0.99979843E+000  0.15006149E+001  0.15006149E+001  0.45533648E-002  0.45533333E-002  0.50020497E+000 -0.15177778E-002
 -0.13812200E+002  0.99979442E+000 -0.99979077E+000  0.15006391E+001  0.15006391E+001  0.47241609E-002  0.47241258E-002  0.50021303E+000 -0.15747086E-002
 -0.13775332E+002  0.99978660E+000 -0.99978281E+000  0.15006642E+001  0.15006642E+001  0.49013554E-002  0.49013162E-002  0.50022141E+000 -0.16337721E-002
 -0.13738464E+002  0.99977848E+000 -0.99977455E+000  0.15006904E+001  0.15006904E+001  0.50851874E-002  0.50851436E-002  0.50023015E+000 -0.16950479E-002
 -0.13701596E+002  0.99977005E+000 -0.99976597E+000  0.15007177E+001  0.15007177E+001  0.52759048E-002  0.52758559E-002  0.50023924E+000 -0.17586186E-002
 -0.13664728E+002  0.99976129E+000 -0.99975706E+000  0.15007461E+001  0.15007461E+001  0.54737648E-002  0.54737101E-002  0.50024870E+000 -0.18245700E-002
 -0.13627860E+002  0.99975219E+000 -0.99974781E+000  0.15007757E+001  0.15007757E+001  0.56790341E-002  0.56789730E-002  0.50025856E+000 -0.18929910E-002
 -0.13590992E+002  0.99974275E+000 -0.99973820E+000  0.15008065E+001  0.15008065E+001  0.58919892E-002  0.58919210E-002  0.50026883E+000 -0.19639737E-002
 -0.13554125E+002  0.99973293E+000 -0.99972821E+000  0.15008386E+001  0.15008386E+001  0.61129172E-002  0.61128410E-002  0.50027953E+000 -0.20376137E-002
 -0.13517257E+002  0.99972274E+000 -0.99971784E+000  0.15008720E+001  0.15008720E+001  0.63421155E-002  0.63420304E-002  0.50029068E+000 -0.21140101E-002
 -0.13480389E+002  0.99971215E+000 -0.99970707E+000  0.15009069E+001  0.15009069E+001  0.65798927E-002  0.65797977E-002  0.50030229E+000 -0.21932659E-002
 -0.13443521E+002  0.99970115E+000 -0.99969588E+000  0.15009432E+001  0.15009432E+001  0.68265687E-002  0.68264626E-002  0.50031439E+000 -0.22754875E-002
 -0.13406653E+002  0.99968973E+000 -0.99968426E+000  0.15009810E+001  0.15009810E+001  0.70824754E-002  0.70823569E-002  0.50032701E+000 -0.23607856E-002
 -0.13369785E+002  0.99967786E+000 -0.99967218E+000  0.15010205E+001  0.15010205E+001  0.73479569E-002  0.73478246E-002  0.50034016E+000 -0.24492749E-002
 -0.13332918E+002  0.99966552E+000 -0.99965964E+000  0.15010616E+001  0.15010616E+001  0.76233700E-002  0.76232222E-002  0.50035387E+000 -0.25410741E-002
 -0.13296050E+002  0.99965271E+000 -0.99964660E+000  0.15011045E+001  0.15011045E+001  0.79090847E-002  0.79089197E-002  0.50036816E+000 -0.26363066E-002
 -0.13259182E+002  0.99963939E+000 -0.99963306E+000  0.15011492E+001  0.15011492E+001  0.82054849E-002  0.82053006E-002  0.50038307E+000 -0.27351002E-002
 -0.13222314E+002  0.99962556E+000 -0.99961898E+000  0.15011959E+001  0.15011959E+001  0.85129682E-002  0.85127625E-002  0.50039862E+000 -0.28375875E-002
 -0.13185446E+002  0.99961118E+000 -0.99960436E+000  0.15012445E+001  0.15012445E+001  0.88319473E-002  0.88317176E-002  0.50041485E+000 -0.29439059E-002
 -0.13148578E+002  0.99959624E+000 -0.99958916E+000  0.15012953E+001  0.15012953E+001  0.91628500E-002  0.91625934E-002  0.50043178E+000 -0.30541978E-002
 -0.13111710E+002  0.99958071E+000 -0.99957337E+000  0.15013483E+001  0.15013483E+001  0.95061197E-002  0.95058332E-002  0.50044945E+000 -0.31686111E-002
 -0.13074843E+002  0.99956457E+000 -0.99955695E+000  0.15014037E+001  0.15014037E+001  0.98622163E-002  0.98618964E-002  0.50046789E+000 -0.32872988E-002
 -0.13037975E+002  0.99954779E+000 -0.99953989E+000  0.15014614E+001  0.15014614E+001  0.10231617E-001  0.10231259E-001  0.50048714E+000 -0.34104198E-002
 -0.13001107E+002  0.99953035E+000 -0.99952216E+000  0.15015217E+001  0.15015217E+001  0.10614815E-001  0.10614416E-001  0.50050725E+000 -0.35381387E-002
 -0.12964239E+002  0.99951223E+000 -0.99950372E+000  0.15015847E+001  0.15015847E+001  0.11012324E-001  0.11011878E-001  0.50052825E+000 -0.36706261E-002
 -0.12927371E+002  0.99949338E+000 -0.99948456E+000  0.15016505E+001  0.15016505E+001  0.11424674E-001  0.11424177E-001  0.50055018E+000 -0.38080589E-002
 -0.12890503E+002  0.99947379E+000 -0.99946464E+000  0.15017193E+001  0.15017193E+001  0.11852417E-001  0.11851862E-001  0.50057310E+000 -0.39506205E-002
 -0.12853636E+002  0.99945342E+000 -0.99944392E+000  0.15017912E+001  0.15017911E+001  0.12296123E-001  0.12295503E-001  0.50059705E+000 -0.40985010E-002
 -0.12816768E+002  0.99943224E+000 -0.99942239E+000  0.15018663E+001  0.15018663E+001  0.12756385E-001  0.12755692E-001  0.50062208E+000 -0.42518974E-002
 -0.12779900E+002  0.99941021E+000 -0.99939999E+000  0.15019448E+001  0.15019448E+001  0.13233815E-001  0.13233042E-001  0.50064826E+000 -0.44110139E-002
 -0.12743032E+002  0.99938730E+000 -0.99937670E+000  0.15020269E+001  0.15020269E+001  0.13729049E-001  0.13728186E-001  0.50067563E+000 -0.45760620E-002
 -0.12706164E+002  0.99936347E+000 -0.99935248E+000  0.15021128E+001  0.15021128E+001  0.14242748E-001  0.14241784E-001  0.50070425E+000 -0.47472612E-002
 -0.12669296E+002  0.99933869E+000 -0.99932728E+000  0.15022026E+001  0.15022026E+001  0.14775593E-001  0.14774516E-001  0.50073420E+000 -0.49248388E-002
 -0.12632428E+002  0.99931291E+000 -0.99930108E+000  0.15022966E+001  0.15022966E+001  0.15328292E-001  0.15327091E-001  0.50076555E+000 -0.51090302E-002
 -0.12595561E+002  0.99928609E+000 -0.99927381E+000  0.15023951E+001  0.15023950E+001  0.15901580E-001  0.15900239E-001  0.50079835E+000 -0.53000795E-002
 -0.12558693E+002  0.99925819E+000 -0.99924545E+000  0.15024981E+001  0.15024981E+001  0.16496217E-001  0.16494719E-001  0.50083269E+000 -0.54982397E-002
 -0.12521825E+002  0.99922915E+000 -0.99921594E+000  0.15026060E+001  0.15026060E+001  0.17112990E-001  0.17111318E-001  0.50086866E+000 -0.57037726E-002
 -0.12484957E+002  0.99919894E+000 -0.99918523E+000  0.15027190E+001  0.15027190E+001  0.17752717E-001  0.17750850E-001  0.50090633E+000 -0.59169498E-002
 -0.12448089E+002  0.99916750E+000 -0.99915328E+000  0.15028374E+001  0.15028374E+001  0.18416242E-001  0.18414158E-001  0.50094579E+000 -0.61380526E-002
 -0.12411221E+002  0.99913477E+000 -0.99912002E+000  0.15029615E+001  0.15029615E+001  0.19104444E-001  0.19102116E-001  0.50098716E+000 -0.63673721E-002
