 -0.18420681E+002  0.10000000E+001 -0.10000000E+001  0.15000000E+001  0.15000000E+001  0.54881237E-007  0.54881237E-007  0.50000000E+000 -0.18293746E-007
 -0.18383813E+002  0.99999971E+000 -0.99999967E+000  0.15000009E+001  0.15000009E+001  0.56942350E-007  0.56942350E-007  0.50000029E+000 -0.18980783E-007
 -0.18346945E+002  0.99999944E+000 -0.99999940E+000  0.15000017E+001  0.15000017E+001  0.59080865E-007  0.59080865E-007  0.50000056E+000 -0.19693622E-007
 -0.18310077E+002  0.99999919E+000 -0.99999915E+000  0.15000024E+001  0.15000024E+001  0.61299690E-007  0.61299690E-007  0.50000081E+000 -0.20433230E-007
 -0.18273209E+002  0.99999895E+000 -0.99999891E+000  0.15000031E+001  0.15000031E+001  0.63601842E-007  0.63601842E-007  0.50000105E+000 -0.21200614E-007
 -0.18236341E+002  0.99999873E+000 -0.99999869E+000  0.15000038E+001  0.15000038E+001  0.65990449E-007  0.65990449E-007  0.50000127E+000 -0.21996816E-007
 -0.18199474E+002  0.99999852E+000 -0.99999847E+000  0.15000044E+001  0.15000044E+001  0.68468759E-007  0.68468759E-007  0.50000148E+000 -0.22822920E-007
 -0.18162606E+002  0.99999831E+000 -0.99999827E+000  0.15000051E+001  0.15000051E+001  0.71040139E-007  0.71040139E-007  0.50000169E+000 -0.23680046E-007
 -0.18125738E+002  0.99999812E+000 -0.99999807E+000  0.15000056E+001  0.15000056E+001  0.73708086E-007  0.73708086E-007  0.50000188E+000 -0.24569362E-007
 -0.18088870E+002  0.99999793E+000 -0.99999788E+000  0.15000062E+001  0.15000062E+001  0.76476226E-007  0.76476226E-007  0.50000207E+000 -0.25492075E-007
 -0.18052002E+002  0.99999774E+000 -0.99999769E+000  0.15000068E+001  0.15000068E+001  0.79348321E-007  0.79348321E-007  0.50000226E+000 -0.26449440E-007
 -0.18015134E+002  0.99999756E+000 -0.99999751E+000  0.15000073E+001  0.15000073E+001  0.82328275E-007  0.82328275E-007  0.50000244E+000 -0.27442758E-007
 -0.17978267E+002  0.99999739E+000 -0.99999733E+000  0.15000078E+001  0.15000078E+001  0.85420139E-007  0.85420139E-007  0.50000261E+000 -0.28473380E-007
 -0.17941399E+002  0.99999721E+000 -0.99999715E+000  0.15000084E+001  0.15000084E+001  0.88628116E-007  0.88628116E-007  0.50000279E+000 -0.29542705E-007
 -0.17904531E+002  0.99999704E+000 -0.99999698E+000  0.15000089E+001  0.15000089E+001  0.91956566E-007  0.91956566E-007  0.50000296E+000 -0.30652189E-007
 -0.17867663E+002  0.99999687E+000 -0.99999680E+000  0.15000094E+001  0.15000094E+001  0.95410012E-007  0.95410012E-007  0.50000313E+000 -0.31803337E-007
 -0.17830795E+002  0.99999669E+000 -0.99999663E+000  0.15000099E+001  0.15000099E+001  0.98993150E-007  0.98993150E-007  0.50000331E+000 -0.32997717E-007
 -0.17793927E+002  0.99999652E+000 -0.99999645E+000  0.15000104E+001  0.15000104E+001  0.10271085E-006  0.10271085E-006  0.50000348E+000 -0.34236950E-007
 -0.17757059E+002  0.99999635E+000 -0.99999628E+000  0.15000110E+001  0.15000110E+001  0.10656816E-006  0.10656816E-006  0.50000365E+000 -0.35522721E-007
 -0.17720192E+002  0.99999617E+000 -0.99999610E+000  0.15000115E+001  0.15000115E+001  0.11057033E-006  0.11057033E-006  0.50000383E+000 -0.36856778E-007
 -0.17683324E+002  0.99999599E+000 -0.99999591E+000  0.15000120E+001  0.15000120E+001  0.11472280E-006  0.11472280E-006  0.50000401E+000 -0.38240934E-007
 -0.17646456E+002  0.99999581E+000 -0.99999573E+000  0.15000126E+001  0.15000126E+001  0.11903121E-006  0.11903121E-006  0.50000419E+000 -0.39677070E-007
 -0.17609588E+002  0.99999562E+000 -0.99999554E+000  0.15000131E+001  0.15000131E+001  0.12350142E-006  0.12350142E-006  0.50000438E+000 -0.41167139E-007
 -0.17572720E+002  0.99999543E+000 -0.99999535E+000  0.15000137E+001  0.15000137E+001  0.12813950E-006  0.12813950E-006  0.50000457E+000 -0.42713165E-007
 -0.17535852E+002  0.99999524E+000 -0.99999515E+000  0.15000143E+001  0.15000143E+001  0.13295175E-006  0.13295175E-006  0.50000476E+000 -0.44317251E-007
 -0.17498985E+002  0.99999504E+000 -0.99999495E+000  0.15000149E+001  0.15000149E+001  0.13794473E-006  0.13794473E-006  0.50000496E+000 -0.45981575E-007
 -0.17462117E+002  0.99999484E+000 -0.99999474E+000  0.15000155E+001  0.15000155E+001  0.14312520E-006  0.14312520E-006  0.50000516E+000 -0.47708401E-007
 -0.17425249E+002  0.99999463E+000 -0.99999453E+000  0.15000161E+001  0.15000161E+001  0.14850022E-006  0.14850022E-006  0.50000537E+000 -0.49500074E-007
 -0.17388381E+002  0.99999441E+000 -0.99999431E+000  0.15000168E+001  0.15000168E+001  0.15407709E-006  0.15407709E-006  0.50000559E+000 -0.51359032E-007
 -0.17351513E+002  0.99999419E+000 -0.99999408E+000  0.15000174E+001  0.15000174E+001  0.15986340E-006  0.15986340E-006  0.50000581E+000 -0.53287799E-007
 -0.17314645E+002  0.99999396E+000 -0.99999385E+000  0.15000181E+001  0.15000181E+001  0.16586699E-006  0.16586699E-006  0.50000604E+000 -0.55288997E-007
 -0.17277777E+002  0.99999372E+000 -0.99999360E+000  0.15000188E+001  0.15000188E+001  0.17209604E-006  0.17209604E-006  0.50000628E+000 -0.57365346E-007
 -0.17240910E+002  0.99999347E+000 -0.99999336E+000  0.15000196E+001  0.15000196E+001  0.17855900E-006  0.17855900E-006  0.50000653E+000 -0.59519668E-007
