 -0.18420681E+002  0.10000000E+001 -0.10000000E+001  0.15000000E+001  0.15000000E+001  0.45900671E-005  0.45900671E-005  0.50000000E+000 -0.15300224E-005
 -0.18383813E+002  0.99999971E+000 -0.99999967E+000  0.15000009E+001  0.15000009E+001  0.47624511E-005  0.47624511E-005  0.50000029E+000 -0.15874837E-005
 -0.18346945E+002  0.99999944E+000 -0.99999940E+000  0.15000017E+001  0.15000017E+001  0.49413087E-005  0.49413087E-005  0.50000056E+000 -0.16471029E-005
 -0.18310077E+002  0.99999919E+000 -0.99999915E+000  0.15000024E+001  0.15000024E+001  0.51268832E-005  0.51268832E-005  0.50000081E+000 -0.17089611E-005
 -0.18273209E+002  0.99999895E+000 -0.99999891E+000  0.15000031E+001  0.15000031E+001  0.53194268E-005  0.53194268E-005  0.50000105E+000 -0.17731423E-005
 -0.18236341E+002  0.99999873E+000 -0.99999869E+000  0.15000038E+001  0.15000038E+001  0.55192012E-005  0.55192012E-005  0.50000127E+000 -0.18397337E-005
 -0.18199474E+002  0.99999852E+000 -0.99999847E+000  0.15000044E+001  0.15000044E+001  0.57264780E-005  0.57264780E-005  0.50000148E+000 -0.19088260E-005
 -0.18162606E+002  0.99999831E+000 -0.99999827E+000  0.15000051E+001  0.15000051E+001  0.59415389E-005  0.59415389E-005  0.50000169E+000 -0.19805130E-005
 -0.18125738E+002  0.99999812E+000 -0.99999807E+000  0.15000056E+001  0.15000056E+001  0.61646763E-005  0.61646763E-005  0.50000188E+000 -0.20548921E-005
 -0.18088870E+002  0.99999793E+000 -0.99999788E+000  0.15000062E+001  0.15000062E+001  0.63961934E-005  0.63961934E-005  0.50000207E+000 -0.21320645E-005
 -0.18052002E+002  0.99999774E+000 -0.99999769E+000  0.15000068E+001  0.15000068E+001  0.66364050E-005  0.66364050E-005  0.50000226E+000 -0.22121350E-005
 -0.18015134E+002  0.99999756E+000 -0.99999751E+000  0.15000073E+001  0.15000073E+001  0.68856376E-005  0.68856376E-005  0.50000244E+000 -0.22952125E-005
 -0.17978267E+002  0.99999739E+000 -0.99999733E+000  0.15000078E+001  0.15000078E+001  0.71442298E-005  0.71442298E-005  0.50000261E+000 -0.23814099E-005
 -0.17941399E+002  0.99999721E+000 -0.99999715E+000  0.15000084E+001  0.15000084E+001  0.74125333E-005  0.74125333E-005  0.50000279E+000 -0.24708444E-005
 -0.17904531E+002  0.99999704E+000 -0.99999698E+000  0.15000089E+001  0.15000089E+001  0.76909128E-005  0.76909128E-005  0.50000296E+000 -0.25636376E-005
 -0.17867663E+002  0.99999687E+000 -0.99999680E+000  0.15000094E+001  0.15000094E+001  0.79797465E-005  0.79797465E-005  0.50000313E+000 -0.26599155E-005
 -0.17830795E+002  0.99999669E+000 -0.99999663E+000  0.15000099E+001  0.15000099E+001  0.82794271E-005  0.82794271E-005  0.50000331E+000 -0.27598090E-005
 -0.17793927E+002  0.99999652E+000 -0.99999645E+000  0.15000104E+001  0.15000104E+001  0.85903619E-005  0.85903619E-005  0.50000348E+000 -0.28634540E-005
 -0.17757059E+002  0.99999635E+000 -0.99999628E+000  0.15000110E+001  0.15000110E+001  0.89129736E-005  0.89129736E-005  0.50000365E+000 -0.29709912E-005
 -0.17720192E+002  0.99999617E+000 -0.99999610E+000  0.15000115E+001  0.15000115E+001  0.92477006E-005  0.92477006E-005  0.50000383E+000 -0.30825669E-005
 -0.17683324E+002  0.99999599E+000 -0.99999591E+000  0.15000120E+001  0.15000120E+001  0.95949980E-005  0.95949980E-005  0.50000401E+000 -0.31983327E-005
 -0.17646456E+002  0.99999581E+000 -0.99999573E+000  0.15000126E+001  0.15000126E+001  0.99553376E-005  0.99553376E-005  0.50000419E+000 -0.33184459E-005
 -0.17609588E+002  0.99999562E+000 -0.99999554E+000  0.15000131E+001  0.15000131E+001  0.10329209E-004  0.10329209E-004  0.50000438E+000 -0.34430698E-005
 -0.17572720E+002  0.99999543E+000 -0.99999535E+000  0.15000137E+001  0.15000137E+001  0.10717122E-004  0.10717122E-004  0.50000457E+000 -0.35723738E-005
 -0.17535852E+002  0.99999524E+000 -0.99999515E+000  0.15000143E+001  0.15000143E+001  0.11119601E-004  0.11119601E-004  0.50000476E+000 -0.37065337E-005
 -0.17498985E+002  0.99999504E+000 -0.99999495E+000  0.15000149E+001  0.15000149E+001  0.11537195E-004  0.11537195E-004  0.50000496E+000 -0.38457317E-005
 -0.17462117E+002  0.99999484E+000 -0.99999474E+000  0.15000155E+001  0.15000155E+001  0.11970471E-004  0.11970471E-004  0.50000516E+000 -0.39901571E-005
 -0.17425249E+002  0.99999463E+000 -0.99999453E+000  0.15000161E+001  0.15000161E+001  0.12420019E-004  0.12420019E-004  0.50000537E+000 -0.41400062E-005
 -0.17388381E+002  0.99999441E+000 -0.99999431E+000  0.15000168E+001  0.15000168E+001  0.12886448E-004  0.12886448E-004  0.50000559E+000 -0.42954826E-005
 -0.17351513E+002  0.99999419E+000 -0.99999408E+000  0.15000174E+001  0.15000174E+001  0.13370393E-004  0.13370393E-004  0.50000581E+000 -0.44567977E-005
 -0.17314645E+002  0.99999396E+000 -0.99999385E+000  0.15000181E+001  0.15000181E+001  0.13872512E-004  0.13872512E-004  0.50000604E+000 -0.46241706E-005
 -0.17277777E+002  0.99999372E+000 -0.99999360E+000  0.15000188E+001  0.15000188E+001  0.14393487E-004  0.14393487E-004  0.50000628E+000 -0.47978289E-005
 -0.17240910E+002  0.99999347E+000 -0.99999336E+000  0.15000196E+001  0.15000196E+001  0.14934026E-004  0.14934026E-004  0.50000653E+000 -0.49780086E-005
 -0.17204042E+002  0.99999322E+000 -0.99999310E+000  0.15000203E+001  0.15000203E+001  0.15494864E-004  0.15494864E-004  0.50000678E+000 -0.51649546E-005
 -0.17167174E+002  0.99999296E+000 -0.99999283E+000  0.15000211E+001  0.15000211E+001  0.16076762E-004  0.16076762E-004  0.50000704E+000 -0.53589208E-005
 -0.17130306E+002  0.99999269E+000 -0.99999255E+000  0.15000219E+001  0.15000219E+001  0.16680513E-004  0.16680513E-004  0.50000731E+000 -0.55601710E-005
 -0.17093438E+002  0.99999241E+000 -0.99999227E+000  0.15000228E+001  0.15000228E+001  0.17306936E-004  0.17306936E-004  0.50000759E+000 -0.57689787E-005
 -0.17056570E+002  0.99999212E+000 -0.99999197E+000  0.15000237E+001  0.15000237E+001  0.17956883E-004  0.17956883E-004  0.50000788E+000 -0.59856275E-005
 -0.17019702E+002  0.99999182E+000 -0.99999167E+000  0.15000246E+001  0.15000246E+001  0.18631236E-004  0.18631236E-004  0.50000819E+000 -0.62104121E-005
 -0.16982835E+002  0.99999150E+000 -0.99999135E+000  0.15000255E+001  0.15000255E+001  0.19330913E-004  0.19330913E-004  0.50000850E+000 -0.64436377E-005
 -0.16945967E+002  0.99999118E+000 -0.99999102E+000  0.15000265E+001  0.15000265E+001  0.20056864E-004  0.20056864E-004  0.50000882E+000 -0.66856214E-005
 -0.16909099E+002  0.99999085E+000 -0.99999068E+000  0.15000275E+001  0.15000275E+001  0.20810076E-004  0.20810076E-004  0.50000915E+000 -0.69366921E-005
 -0.16872231E+002  0.99999050E+000 -0.99999033E+000  0.15000285E+001  0.15000285E+001  0.21591572E-004  0.21591572E-004  0.50000950E+000 -0.71971908E-005
 -0.16835363E+002  0.99999014E+000 -0.99998996E+000  0.15000296E+001  0.15000296E+001  0.22402415E-004  0.22402415E-004  0.50000986E+000 -0.74674717E-005
 -0.16798495E+002  0.99998977E+000 -0.99998958E+000  0.15000307E+001  0.15000307E+001  0.23243706E-004  0.23243706E-004  0.50001023E+000 -0.77479020E-005
 -0.16761628E+002  0.99998938E+000 -0.99998919E+000  0.15000319E+001  0.15000319E+001  0.24116588E-004  0.24116588E-004  0.50001062E+000 -0.80388627E-005
